Year,Rating
2011,8.1
2011,6.6
2011,7.3
2011,7.8
2012,8.6
2012,8.2
2012,8.5
2012,7.2
2012,8.0
2012,7.8
2012,7.1
2012,7.9
2012,7.1
2012,7.5
2012,7.8
2012,7.1
2012,8.1
2012,7.2
2012,8.1
2012,7.6
2012,7.1
2012,6.9
2012,7.3
2012,6.8
2012,7.7
2012,6.2
2012,6.6
2012,6.7
2012,7.2
2013,7.4
2013,7.4
2013,7.1
2013,7.9
2013,7.3
2013,7.0
2013,8.4
2013,7.1
2013,7.3
2013,7.2
2013,6.9
2013,6.8
2013,6.7
2013,8.1
2013,7.6
2013,8.2
2013,7.6
2013,7.1
2013,6.4
2013,6.5
2013,6.8
2013,8.1
2013,7.0
2013,5.9
2013,5.3
